Customer ID,Referred a Friend,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges
8805-JNRAZ,No,2,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.2,103.7
6418-HNFED,Yes,51,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.25,4089.45
0206-OYVOC,Yes,46,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25,864.2
7291-CDTMJ,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65,19.65
7128-GGCNO,No,46,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,72.8,3249.4
0237-YFUTL,Yes,50,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8
7691-KGKGP,Yes,53,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,65.0,3363.8
6710-HSJRD,Yes,61,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.1,7132.15
3675-EQOZA,No,5,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.65,93.55
1732-FEKLD,No,54,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,94.75,5121.75
9862-KJTYK,No,19,No,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.35,566.1
0479-HMSWA,No,26,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.45,2715.3
5854-KSRBJ,Yes,70,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.4,1782.05
0365-BZUWY,Yes,17,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.55,1742.5
5701-SVCWR,No,1,Yes,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.0,24.0
3129-AAQOU,Yes,19,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,485.9
4922-CVPDX,Yes,26,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.5,1905.7
1357-BIJKI,Yes,50,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.25,4858.7
1099-BTKWT,Yes,68,No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.4,3723.65
2018-PZKMU,Yes,9,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.1,970.45
7340-KEFQE,Yes,51,No,No,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,34.2,1782.0
4570-QHXHL,No,9,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.75,405.7
7392-YYPYJ,No,22,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.65,2415.95
2223-GDSHL,Yes,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.05,8297.5
9470-RTWDV,Yes,26,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.0,2083.1
2176-OSJUV,Yes,71,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,65.15,4681.75
9348-YVOMK,No,4,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.8,176.2
8104-OSKWT,No,12,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.8,1001.2
4521-YEEHE,Yes,18,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,1594.75
4090-KPJIP,No,3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.95,212.4
2592-HODOV,No,13,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,259.65
3824-RHKVR,No,17,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,340.35
5989-AXPUC,Yes,68,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,118.6,7990.05
4979-HPRFL,Yes,56,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.15,1402.25
8590-OHDIW,Yes,38,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,749.35
8015-IHCGW,Yes,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,8425.15
2332-TODQS,No,48,Yes,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,25.05,1171.5
8008-OTEZX,Yes,35,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,708.8
2773-OVBPK,Yes,67,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2
5999-LCXAO,No,1,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,29.9,29.9
5206-XZZQI,No,53,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,80.6,4348.1
4803-LBYPN,Yes,34,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,635.9
2139-FQHLM,No,19,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Month-to-Month,No,Credit Card,89.95,1682.4
1093-YSWCA,No,11,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,223.15
8749-TZYEC,Yes,72,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1874.3
1755-FZQEC,No,39,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,791.15
3115-JPJDD,Yes,59,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,81.25,4639.45
5600-KTXFM,Yes,2,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,69.95,143.9
6339-TBELP,No,71,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,86.4,6172.0
7964-YESJC,Yes,24,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,66.3,1559.45
9938-ZREHM,Yes,37,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,One Year,No,Credit Card,72.1,2658.4
7950-XWOVN,No,11,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,34.7,383.55
4647-MUZON,Yes,18,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.95,1745.5
9702-AIUJO,Yes,50,Yes,No,Yes,DSL,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,44.8,2230.85
8849-PRIQJ,Yes,67,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,7281.6
8851-RAGOV,Yes,25,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.05,1837.7
5396-IZEPB,No,9,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,180.7
1729-VLAZJ,No,10,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,40.25,411.45
8285-ABVLB,No,70,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1328.35
0701-TJSEF,No,9,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.25,576.95
5712-VBOXD,No,4,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.15,68.45
6629-LADHQ,No,2,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.95,123.05
1559-DTODC,No,19,No,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.15,468.35
4797-MIWUM,No,7,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.25,174.7
4537-CIBHB,Yes,9,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,172.35
4324-AHJKS,No,5,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,55.8,300.4
4355-CVPVS,Yes,56,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,88.9,4968.0
4495-LHSSK,No,18,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,57.65,992.7
5915-ANOEI,Yes,70,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,79.15,5536.5
9861-PDSZP,No,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.05,7806.6
6704-UTUKK,Yes,29,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,1332.4
2019-HDCZY,Yes,63,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.6,6296.75
8788-DOXSU,No,59,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,61.35,3645.5
7404-JLKQG,No,3,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,57.55,161.45
7421-ZLUPA,No,8,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,29.25,226.95
3274-NSDWE,No,68,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,1441.65
2632-IVXVF,Yes,68,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.75,7511.3
8915-NNTRC,Yes,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,107.7,7919.8
5914-GXMDA,Yes,32,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,593.2
7463-IFMQU,Yes,72,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,1423.65
2920-RNCEZ,Yes,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.95,69.95
2541-YGPKE,Yes,42,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,One Year,No,Credit Card,63.7,2763.35
5382-TEMLV,No,45,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,50.9,2298.55
3441-CGZJH,Yes,43,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.4,2640.55
9592-ERDKV,Yes,37,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.25,2911.8
4778-IZARL,Yes,63,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.1,6705.7
0432-CAJZV,No,3,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.7,237.65
7008-LZVOZ,Yes,66,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,1672.35
9365-CSLBQ,No,71,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.35,1654.6
5884-FBCTL,Yes,72,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.1,1857.85
6242-FEGFD,Yes,66,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,96.6,6424.25
6194-HBGQN,No,51,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,81.15,4126.2
7634-WSWDB,No,8,No,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,38.5,330.8
6986-IXNDM,No,14,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.9,1337.45
2987-BJXIK,No,70,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5991.05
9769-TSBZE,No,70,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,66.0,4891.5
1395-WSWXR,No,24,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,487.05
6023-GSSXW,Yes,69,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Two Year,Yes,Credit Card,61.45,4131.2
6752-APNJL,Yes,42,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,54.5,2301.15
7446-KQISO,Yes,45,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.75,4900.65
9823-EALYC,Yes,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,80.85,5727.45
0582-AVCLN,No,38,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,743.05
5803-NQJZO,Yes,72,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,67.8,4804.65
2607-DHDAK,Yes,72,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1414.65
1073-XXCZD,Yes,55,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.7,1443.65
0743-HRVFF,Yes,51,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.15,2898.95
4006-HKYHO,No,63,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.7,5309.5
3727-JEZTU,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,20.4
8143-ETQTI,Yes,23,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.65,451.55
9667-TKTVZ,No,2,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,54.35,117.05
8570-KLJYJ,No,36,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,One Year,No,Credit Card,54.45,1893.5
7754-IXRMC,No,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.35,45.35
9473-CBZOP,No,28,Yes,Yes,Yes,Cable,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.0,1654.45
2969-WGHQO,Yes,7,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,69.45,477.05
5863-OOKCL,No,10,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,163.2
1686-STUHN,No,42,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,849.9
1329-VHWNP,No,7,No,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.05,189.95
0266-GMEAO,Yes,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55
0019-GFNTW,No,56,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,45.05,2560.1
4256-ZWTZI,No,5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,51.0,286.8
8309-PPCED,Yes,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.45,7982.5
5196-WPYOW,Yes,67,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,60.05,3994.05
4608-LCIMN,Yes,8,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.65,369.15
1485-YDHMM,Yes,52,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.25,4631.7
4054-CUMIA,Yes,18,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,401.95
0603-TPMIB,No,59,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1534.05
2525-GVKQU,No,60,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,1093.0
8161-QYMTT,No,7,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,701.3
9581-GVBXT,No,59,No,No,Yes,DSL,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,34.8,1980.3
5862-BRIXZ,No,46,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75,2893.4
5404-GGUKR,No,5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,51.35,262.3
2126-GSEGL,Yes,70,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.8,5917.55
0440-QEXBZ,No,44,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50.15,2139.1
2434-EEVDB,Yes,64,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Two Year,Yes,Credit Card,94.6,5948.7
6762-QVYJO,Yes,58,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.75,3624.35
8152-VETUR,Yes,72,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.7,6869.7
4676-WLUHT,No,54,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,46.2,2431.95
7980-MHFLQ,Yes,72,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.9,1859.2
0757-WCUUZ,Yes,54,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,63.35,3409.1
1629-DQQVB,No,14,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.1,709.5
0374-AACSZ,No,1,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.15,50.15
4872-VXRIL,No,56,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,64.65,3665.55
9140-CZQZZ,Yes,68,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.6,5515.8
3423-HHXAO,Yes,14,Yes,No,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.5,272.0
9938-TKDGL,Yes,68,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.55,6668.0
6537-QLGEX,No,16,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,38.9,664.4
3160-TYXLT,No,53,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,46.3,2546.85
1325-USMEC,Yes,70,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Two Year,Yes,Credit Card,99.35,6944.5
5606-AMZBO,Yes,10,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,78.15,765.15
6199-IPCAO,Yes,29,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,692.55
5640-CAXOA,No,30,No,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,40.35,1187.05
3847-BAERP,No,10,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.9,247.0
1453-RZFON,No,1,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,49.9,49.9
8263-OKETD,No,20,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,1370.35
0670-KDOMA,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25
2476-YGEFM,No,29,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,76.0,2215.25
8687-BAFGU,No,1,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,74.0,74.0
0641-EVBOJ,No,3,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,82.3,214.4
0829-XXPLX,No,20,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,89.4,1871.15
9974-JFBHQ,No,64,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.15,6171.2
6624-JDRDS,No,6,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,29.45,161.45
0608-JDVEC,Yes,50,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,1013.2
9780-FKVVF,No,6,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.15,336.7
1919-RTPQD,Yes,7,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.75,333.65
5214-NLTIT,Yes,72,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card,90.8,6511.8
3345-PBBFH,Yes,8,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.55,393.45
5055-BRMNE,Yes,67,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,7009.5
2190-PHBHR,Yes,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Credit Card,94.45,6921.7
2650-GYRYL,Yes,33,Yes,No,No,None,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.45,600.25
5208-FVQKB,Yes,70,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15
7184-LRUUR,No,22,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,65.25,1441.8
6627-CFOSN,No,59,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,5623.7
3982-JGSFD,No,36,Yes,No,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,695.85
1574-DYCWE,Yes,51,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1028.75
7247-XOZPB,Yes,53,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,One Year,No,Bank Withdrawal,77.4,4155.95
6211-WWLTF,Yes,63,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.7,6330.4
4826-TZEVA,No,40,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,74.8,2971.7
6016-NXBNJ,No,35,Yes,No,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.15,638.0
9138-EFSMO,Yes,26,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,One Year,No,Bank Withdrawal,78.95,2034.25
4632-XJMEX,No,53,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,62.85,3419.5
2716-GFZOR,Yes,43,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,86.1,3551.65
3724-UCSHY,Yes,6,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,122.9
8626-XHBIE,No,56,Yes,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1424.2
3192-LNKRK,Yes,34,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,84.05,2909.95
4439-YRNVD,No,10,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,36.25,374.0
2208-UGTGR,No,56,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.6,5581.05
3005-TYFRD,Yes,55,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5676.65
8670-MEFCP,Yes,36,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25
3079-BCHLN,No,47,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,942.95
7777-UNYHB,Yes,12,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.1,232.4
